CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
32.527.552/0001-49;01/06/2022;1;30/06/2022;199;197;;;;;;;;;;;1;1;;;56214378.53;55585739.4;65322;850.949.747.405.162;0.0010677123420616;5,22E+08;0.0014;0.0014;0;0
32.527.552/0001-49;01/07/2022;1;29/07/2022;199;197;;;;;;;;;;;1;1;;;63589669.98;62867471.64;71418;880.274.883.642.779;0.00155231246707093;4,61E+09;0.0014;0.0014;0;0
32.527.552/0001-49;01/08/2022;1;31/08/2022;199;197;;;;;;;;;;;1;1;;;64839766.46;63874744.38;71418;894.378.789.380.828;0.00152783327663001;4,54E+08;0.00521;0.0014;0.00381;0
32.527.552/0001-49;01/09/2022;1;30/09/2022;199;197;;;;;;;;;;;1;1;;;64606185.05;63650853.17;71418;891.243.848.469.574;0.00153320741419372;4,56E+09;0.00521;0.0014;0.00381;0
32.527.552/0001-49;01/10/2022;1;31/10/2022;199;197;;;;;;;;;;;1;1;;;65009764.31;64210222.44;71418;89.907.617.743.426;0.00151985083202587;4,52E+09;0.00521;0.0014;0.00381;0
32.527.552/0001-49;01/11/2022;1;30/11/2022;199;197;;;;;;;;;;;;2;;;67869695.74;67094363.86;76415;878.026.092.521.102;0.00145451800099979;4,32E+09;-0.019839;-0.0234;0.003561;0
32.527.552/0001-49;01/12/2022;1;30/12/2022;199;197;;;;;;;;;;;;2;;;70481744.29;69748604.81;76415;912.760.646.600.798;0.00139916719862486;4,16E+09;-0.019839;-0.0234;0.003561;0
32.527.626/0001-47;01/01/2022;1;31/01/2022;3264;3244;6;;;;;;;;;;2;12;;;382128170.65;235407993.16;2033099;115.787.766.931.173;0.000696517555750782;0.000696517555750782;0.007341;0.000429;0.006912;0
32.527.626/0001-47;01/02/2022;1;25/02/2022;3622;3602;6;;;;;;;;;;2;12;;;382940065.2;235919786.47;2033099;116.039.497.569.966;0.000623767816179814;0.000623767816179814;0.009083;0.002174;0.006909;0
32.527.626/0001-47;01/03/2022;2;31/03/2022;3811;3790;6;;;;;;;;;;2;13;;;382486665.51;236297033.63;2033099;116.225.050.344.327;0.000722602723262972;0.000722602723262972;0.008493;0.001599;0.006894;0
32.527.626/0001-47;01/04/2022;1;29/04/2022;3822;3800;6;;;;;;;;;;2;14;;;382722035.07;236749420.22;2033099;116.447.561.195.987;0.00061710385547824;0.00061710385547824;0.008822;0.001939;0.006883;0
32.527.626/0001-47;01/05/2022;1;31/05/2022;3797;3771;7;;;;1;;;;;;2;16;;;382935806;237060611.85;2033099;116.600.623.899.771;0.00067928226770077;0.00067928226770077;0.008184;0.001314;0.00687;0
32.527.626/0001-47;01/06/2022;3;30/06/2022;3782;3757;6;;;;1;;;;;;2;16;;;411973868.67;245085960.02;2033099;120.547.971.358.011;0.000616084699375184;0.000616084699375184;0.048433;0.033853;0.01458;0
32.527.626/0001-47;01/07/2022;2;29/07/2022;3970;3944;7;;;;1;;;;;;2;16;;;410089899.79;245041862.85;2033099;120.526.281.725.582;0.000613486847722926;0.000613486847722926;0.047386;0.039623;0.007763;0
32.527.626/0001-47;01/08/2022;2;31/08/2022;4054;4028;7;;;;1;;;;;;2;16;;;410566418.4;245623927.84;2033099;120.812.576.190.338;0.000699460559526243;0.000699460559526243;-0.061424;-0.068364;0.00694;0
32.527.626/0001-47;01/09/2022;2;30/09/2022;4023;3996;7;;;;1;;;;;;2;17;;;411138136.48;246398154.04;2033099;121.193.387.060.837;0.000666918835655413;0.000666918835655413;-0.059658;-0.06659;0.006932;0
32.527.626/0001-47;01/10/2022;2;31/10/2022;4060;4032;7;;;;;;;;;;2;19;;;411109403.9;246528847.68;2033099;121.257.670.029.841;0.000644175282099789;0.000644175282099789;0.007768;0.000343;0.007425;0
32.527.626/0001-47;01/11/2022;1;30/11/2022;3971;3942;7;;;;;;;;;;2;20;;;411380944.3;245981102.26;2033099;120.988.255.987.534;0.000645609717742225;0.000645609717742225;0.004359;-0.003057;0.007416;0
32.527.626/0001-47;01/12/2022;1;01/12/2022;3914;3885;7;;;;;;;;;;2;20;;;410317223.96;244155118.31;2033099;120.090.127.588.475;0.000655972445339641;0;0.003322;-0.007423;0.010745;
32.527.683/0001-26;01/01/2022;1;31/01/2022;9740;;;;;;;;;;;;;;;9740;195577253;193164792.78;2109169;915.833.642.444.015;0.000974750767415702;1,62E+09;-0.002848;-0.014151;0.011303;0
32.527.683/0001-26;01/02/2022;1;25/02/2022;10012;;;;;;;;;;;;;;;10012;195378751.28;193093001.31;2109169;915.493.264.456.286;0.000865065791441242;1,44E+08;0.010547;-0.000372;0.010919;0
32.527.683/0001-26;01/03/2022;1;31/03/2022;10658;;;;;;;;;;;;;;;10658;197813058.75;195397507.06;2109169;926.419.395.790.475;0.000979428872351141;1,63E+09;0.023404;0.011935;0.011469;0
32.527.683/0001-26;01/04/2022;1;29/04/2022;11002;;;;;;;;;;;;;;;11002;197728633.7;195230258.4;2109169;925.626.435.814.295;0.000864346446001528;1,44E+08;0.011018;-0.000856;0.011874;0
32.527.683/0001-26;01/05/2022;1;31/05/2022;11103;;;;;;;;;;;;;;;11103;198815867.33;196198113.56;2109169;930.215.234.341.108;0.000976998690363962;1,63E+09;0.012363;0;0.012363;0
32.527.683/0001-26;01/06/2022;1;30/06/2022;11342;;;;;;;;;;;;;;;11342;198549784.16;195891840.72;2109169;928.763.132.399.537;0.000968353910519117;9,99E+08;0.011017;-0.001561;0.012578;0
32.527.683/0001-26;01/07/2022;1;29/07/2022;11612;;;;;;;;;;;;;;;11612;196882898;194176239.76;2109169;920.629.118.671.856;0.0010043429115789;1,50E+09;0.004055;-0.008758;0.012813;0
32.527.683/0001-26;01/08/2022;1;31/08/2022;11836;;;;;;;;;;;;;;;11836;196716016.83;194011563.6;2109169;919.848.355.442.357;0.00099603372301258;1,50E+09;0.012078;-0.000848;0.012926;0
32.527.683/0001-26;01/09/2022;1;30/09/2022;12207;;;;;;;;;;;;;;;12207;196528241.33;194130697.27;2109169;920.413.192.446.883;0.000935547713751845;1,65E+09;0.012029;0.000614;0.011415;0
32.527.683/0001-26;01/10/2022;1;31/10/2022;12505;;;;;;;;;;;;;;;12505;197294431.27;194800422.99;2109169;923.588.498.550.851;0.000886165683576887;0;0.015401;0.00345;0.011951;0
32.527.683/0001-26;01/11/2022;1;30/11/2022;12821;;;;;;;;;;;;;;;12821;193888091.1;191604396.1;2109169;908.435.483.832.732;0.000904097575661;1,65E+07;-0.00558;-0.016407;0.010827;0
32.527.683/0001-26;01/12/2022;1;30/12/2022;13073;;;;;;;;;;;;;;;13073;193578367.8;191280744.07;2109169;906.900.983.610.133;0.000978434138313;1,68E+09;0.009319;-0.001689;0.011008;0
32.655.589/0001-52;01/01/2022;1;31/01/2022;1;;;;;;;;;;;;;;;;45411221.57;41289767.66;264957;1.558.357.305;0.0017304;0.0008652;-0.1570248;-0.1570248;0;0.1526589
32.655.589/0001-52;01/02/2022;1;25/02/2022;0;;;;;;;;;;;;;;;;43667445.26;39004820.12;264957;1.472.118.876;0.00183177;0.00091589;-0.0175407;-0.0175407;0;0.0377986
32.655.589/0001-52;01/03/2022;1;31/03/2022;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;41715509.91;38525321.69;264957;1.454.021.659;0.00185457;0.00092729;-0.01229331;-0.01229331;0;0
32.655.589/0001-52;01/04/2022;1;29/04/2022;1;;;;;;;;;;;;;;;;36216693.06;32822114.72;264957;1.238.771.374;0.00217682;0.00108841;-0.0446801;-0.0446801;0;0.1033578
32.655.589/0001-52;01/05/2022;1;31/05/2022;1;;;;;;;;;;;;;;;;33828181.17;30601682.58;264957;1.154.967.884;0.00233477;0.00116739;0.0289682;0.0289682;0;0.0386823
32.655.589/0001-52;01/06/2022;1;30/06/2022;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;33228055.11;30097087.35;264957;1.135.923.464;0.00261274;0.00126422;-0.01648913;-0.01648913;0;0
32.655.589/0001-52;01/07/2022;1;29/07/2022;1;;;;;;;;;;;;;;;;31752252.77;29232548.35;264957;1.103.294.057;0.00276233;0.00138116;-0.028725;-0.028725;0;0
32.655.589/0001-52;01/08/2022;1;31/08/2022;1;;;;;;;;;;;;;;;;28098475.55;27204679.14;264957;1.026.758.271;0.002968;0.001484;-0.028442;-0.028442;0;0.040928
32.655.589/0001-52;01/09/2022;1;30/09/2022;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;22369883.64;21351055.58;264957;805.830.968;0.00378201;0.00189101;-0.061317;-0.061317;0;0.153852
32.655.589/0001-52;01/10/2022;1;31/10/2022;1;;;;;;;;;;;;;;;;21512316.31;20420661.04;264957;770.716.042;0.00395432;0.00197716;-0.0196525;-0.0196525;0;0.0239235
32.655.589/0001-52;01/11/2022;1;30/11/2022;1;;;;;;;;;;;;;;;;18375019.92;17378521.38;264957;655.899.688;0.004647;0.002323;-0.075204;-0.075204;0;0.07377
32.655.589/0001-52;01/12/2022;1;30/12/2022;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;17877582.62;16427235.96;264957;619.996.299;0.00491561;0.00245781;-0.05473915;-0.05473915;0;0
32.667.306/0001-92;01/01/2022;1;31/01/2022;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;34760698.74;34199779.64;35564;961.640.413;0.002134;0;0.006479;0.004177;0.002302;0
32.667.306/0001-92;01/02/2022;1;25/02/2022;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;34917806.38;33962481.98;35564;954.968.001;0.002149;0;-0.001785;-0.006939;0.005154;0
32.667.306/0001-92;01/03/2022;1;31/03/2022;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;34433572.47;33881810.12;35564;952.699.643;0.002154;0;0.002733;-0.002375;0.005108;0
32.667.306/0001-92;01/04/2022;1;29/04/2022;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;34515996.96;33914855.75;35564;953.628.831;0.002152;0;0.006171;0.000975;0.005196;0
32.667.306/0001-92;01/05/2022;1;31/05/2022;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;34788044.04;33960878.47;35564;954.922.913;0.002379;0;0.008518;0.001357;0.007161;0
32.667.306/0001-92;01/06/2022;1;30/06/2022;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;34924011.56;34282243.21;35564;96.395.915;0.002357;0;0.015573;0.009463;0.00611;0
32.667.306/0001-92;01/07/2022;1;29/07/2022;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;34673053.79;33769506.49;35564;949.541.854;0.002393;0;-0.008147;-0.014956;0.006809;0
32.667.306/0001-92;01/08/2022;1;31/08/2022;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;34613438.71;33518284.09;35564;942.477.902;0.002411;0;-0.000803;-0.007439;0.006636;0
32.667.306/0001-92;01/09/2022;2;30/09/2022;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;35002722.82;33396393.28;35564;939.050.536;0.00242;0;0.002165;-0.003637;0.005802;0
32.667.306/0001-92;01/10/2022;2;31/10/2022;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;34292938.65;33747621.71;35564;948.926.491;0.002394;0;0.014284;0.010517;0.003767;0
32.667.306/0001-92;01/11/2022;1;30/11/2022;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;33282964.47;32842828.42;35564;923.485.222;0.00246;0;-0.023926;-0.026811;0.002885;0
32.667.306/0001-92;01/12/2022;1;30/12/2022;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;33082908.45;32802704.61;35564;922.357.007;0.002463;0;-0.004709;-0.001222;-0.003487;0
32.754.734/0001-52;01/01/2022;1;31/01/2022;23734;23642;70;0;0;0;3;0;0;0;0;0;3;16;0;0;307390532.3;301097627.77;5040000;59.741.593;0.000712;0;0.006256;-0.000214;0.00647;0
32.754.734/0001-52;01/02/2022;1;25/02/2022;25274;25181;70;0;0;0;4;0;0;0;0;0;3;16;0;0;307270903.35;300920810.23;5040000;5.970.651;0.000698;0;0.006069;-0.000587;0.006656;0
32.754.734/0001-52;01/03/2022;1;31/03/2022;25741;25648;70;0;0;0;3;0;0;0;0;0;3;17;0;0;307300973.65;300831716.41;5040000;59.688.833;0.000687;0;0.006523;-0.000296;0.006819;0
32.754.734/0001-52;01/04/2022;1;29/04/2022;25749;25655;68;0;0;0;3;0;0;0;0;0;3;20;0;0;307466795.04;300864324.28;5040000;59.695.302;0.000677;0;0.00705;0.000108;0.006942;0
32.754.734/0001-52;01/05/2022;1;31/05/2022;25580;25485;68;0;0;0;3;0;0;0;0;0;3;21;0;0;307415671.54;300906515;5040000;59.703.674;0.000647;0;0.006532;0.00014;0.006392;0
32.754.734/0001-52;01/06/2022;1;30/06/2022;25344;25252;65;0;0;0;3;0;0;0;0;0;3;21;0;0;288652075.73;282155571.1;5040000;55.983.248;0.000702;0;-0.055701;-0.062315;0.006614;0
32.754.734/0001-52;01/07/2022;1;29/07/2022;25301;25208;66;0;0;0;3;0;0;0;0;0;3;21;0;0;288848446.12;281888902.6;5040000;55.930.338;0.000684;0;0.006941;-0.000945;0.007886;0
32.754.734/0001-52;01/08/2022;1;31/08/2022;25309;25217;63;0;0;0;3;0;0;0;0;0;3;23;0;0;288576827.53;281594287.6;5040000;55.871.882;0.000688;0;0.006227;-0.001045;0.007272;0
32.754.734/0001-52;01/09/2022;1;30/09/2022;25582;25493;60;0;0;0;4;0;0;0;0;0;3;22;0;0;288478305.54;281414121;5040000;55.836.135;0.0007;0;0.006928;-0.00064;0.007568;0
32.754.734/0001-52;01/10/2022;1;31/10/2022;25359;25272;59;0;0;0;3;0;0;0;0;0;3;22;0;0;288689346.88;281721999.7;5040000;55.897.222;0.0007;0;0.008187;0.001094;0.007093;0
32.754.734/0001-52;01/11/2022;1;30/11/2022;24836;24750;58;0;0;0;3;0;0;0;0;0;3;22;0;0;288240365.51;281473386.2;5040000;55.847.894;0.000689;0;0.005855;-0.000882;0.006737;0
32.754.734/0001-52;01/12/2022;1;30/12/2022;24653;24568;57;0;0;0;2;0;0;0;1;0;3;22;0;0;288354939.02;281454019.9;5040000;55.844.052;0.000639;0;0.007747;-6.9E-05;0.007816;0
32.774.914/0001-04;01/01/2022;1;31/01/2022;55;39;;;;1;;;;;;;6;9;;;211111493.28;209244750.35;2057925;101.677.539.438.998;2,00E-06;0;0.024818;0.024818;0;
32.774.914/0001-04;01/02/2022;1;25/02/2022;76;60;;;;1;;;;;;;6;9;;;209157492.5;205946689.64;2057925;100.074.924.810.185;2,00E-06;0;0.017975;0.017975;0;
32.774.914/0001-04;01/03/2022;1;31/03/2022;80;63;;;;1;;;;;;;11;5;;;202623928.47;195653021.9;2057925;95.072.960.336.261;2,00E-06;0;-0.010625;-0.010625;0;
32.774.914/0001-04;01/04/2022;1;29/04/2022;90;73;;;;1;;;;;;;6;10;;;189461049.77;180214602.95;2057925;875.710.256.447.635;0.0002;0;-0.006946;-0.020579;0.013633;0.064548
32.774.914/0001-04;01/05/2022;1;31/05/2022;107;90;;;;1;;;;;;;6;10;;;182450198.2;167269549.65;2057925;812.806.830.423.849;0.0002;0;0.079917;0.065093;0.014824;0.037221
32.774.914/0001-04;01/06/2022;1;30/06/2022;114;97;;;;1;;;;;;;6;10;;;181577527.47;164033144.64;2057925;797.080.285.433.143;0.0002;0;0.069152;0.046941;0.022211;0.044022
32.774.914/0001-04;01/07/2022;1;29/07/2022;161;144;;;;1;;;;;;;6;10;;;166491579.94;149934845.2;2057925;728.572.932.444.088;0.0002;0;0.024948;0.014796;0.010152;0.090592
32.774.914/0001-04;01/08/2022;1;31/08/2022;188;171;;;;1;;;;;;;6;10;;;153324312.11;136989795.61;2057925;66.566.952.444.817;0.0002;0;0.028862;0.015138;0.013724;0.097341
32.774.914/0001-04;01/09/2022;1;30/09/2022;224;207;;;;1;;;;;;;6;10;;;140816680.38;133754466.82;2057925;649.948.209.094.112;0.0002;0;0.021801;0.015736;0.006065;0.034239
32.774.914/0001-04;01/10/2022;1;31/10/2022;220;203;;;;1;;;;;;;6;10;;;130651149.81;124792838.72;2057925;606.401.296.062.782;0.0002;0;-0.020022;-0.023429;0.003407;0.04296
32.774.914/0001-04;01/11/2022;1;30/11/2022;231;214;;;;1;;;;;;;6;10;;;127726760.93;122800198.55;2057925;596.718.532.259.436;0.0002;0;0.006001;0.001186;0.004815;0.012617
32.774.914/0001-04;01/12/2022;1;30/12/2022;221;203;;;;1;;;;;;;6;11;;;126081937.38;115152374.12;2057925;559.555.737.551.174;0.0002;0;0.006417;0.001173;0.005244;0.062422
32.784.898/0001-22;01/01/2022;1;31/01/2022;9174;;;;;;;;;;;;;;;;261201252.65;256769477.4;2863597;896.667.643.526.656;0.000568;2.9E-05;-0.015428;-0.021756;0.006328;0
32.784.898/0001-22;01/02/2022;1;25/02/2022;9044;;;;;;;;;;;;;;;;257234840.7;253041374.27;2863597;88.364.869.173.281;0.000493;2.7E-05;-0.008051;-0.014519;0.006468;0
32.784.898/0001-22;01/03/2022;1;31/03/2022;8930;8875;30;;1;;2;;;;;;8;14;;;257730931.88;255028607.98;2863597;890.588.333.414.234;0.000551;3,00E-05;0.014869;0.007853;0.007016;0
32.784.898/0001-22;01/04/2022;1;29/04/2022;8863;;;;;;;;;;;;;;;;258468157.74;256528039.69;2863597;895.824.516.124.301;0.000498;2.6E-05;0.012841;0.005879;0.006962;
32.784.898/0001-22;01/05/2022;1;31/05/2022;8813;;;;;;;;;;;;;;;;258053132.82;256100841.42;2863597;894.332.692.135.101;0.000565;3,00E-05;0.005256;-0.001665;0.006921;
32.784.898/0001-22;01/06/2022;1;30/06/2022;8733;8682;26;0;1;0;1;0;0;0;0;0;6;16;0;1;255055029.51;251616220.42;2863597;878.671.895.591.454;0.000542;2.95E-05;-0.010578;-0.017511;0.006933;0
32.784.898/0001-22;01/07/2022;1;29/07/2022;8673;;;;;;;;;;;;;;;;254324711.29;249656530.68;2863597;871.828.440.524.278;0.000538;2.9E-05;-0.00039;-0.007788;0.007398;0
32.784.898/0001-22;01/08/2022;1;31/08/2022;8628;;;;;;;;;;;;;;;;268599369.1;265289507.45;2863597;926.420.538.399.782;0.000601;3.1E-05;0.070074;0.062618;0.007456;0
32.784.898/0001-22;01/09/2022;1;30/09/2022;8908;8849;29;0;2;0;1;0;0;0;0;0;9;16;0;2;267572243.6;264976875.42;2863597;925.328.792.494.195;0.0005795;2.92E-05;0.005838;-0.001178;0.007016;0
32.784.898/0001-22;01/10/2022;1;31/10/2022;9372;;;;;;;;;;;;;;;;272232491.12;264664179.99;2863597;92.423.682.518.874;0.000553;2.8E-05;0.005845;-0.00118;0.007025;0
32.784.898/0001-22;01/11/2022;1;30/11/2022;9482;;;;;;;;;;;;;;;;253159185.67;250418653.25;2863597;874.489.857.511.375;0.00056;2.9E-05;-0.046792;-0.053825;0.007033;0
32.784.898/0001-22;01/12/2022;1;30/12/2022;9559;9499;31;;;;1;1;;;;;7;18;;2;251475129.61;248663474.57;2863597;868.360.577.867.626;0.000586;3,00E-05;0.000424;-0.007009;0.007433;0
32.892.018/0001-31;01/01/2022;3;31/01/2022;119420;119137;209;;;1;10;;;;;;21;42;;;2016614639.1;1500339670.51;15780613;950.748.662.621.661;0.000830210454660972;;0.00038;-0.005374;0.005754;
32.892.018/0001-31;01/02/2022;2;25/02/2022;119420;119137;209;;;1;10;;;;;;21;42;;;2017000132.93;1493046143.64;15780613;946.126.835.275.664;0.000741728890776347;;0.00145;-0.004861;0.006311;
32.892.018/0001-31;01/03/2022;2;31/03/2022;119420;119137;209;;;1;10;;;;;;21;42;;;2013681098.21;1480399877.43;15780613;938.113.036.185.603;0.000850012087399339;;-0.002128;-0.00847;0.006342;
32.892.018/0001-31;01/04/2022;2;29/04/2022;119414;119117;216;;;1;9;;;;;;29;42;;;2012160895.99;1479543692.13;15780613;937.570.481.026.307;0.000811394030731009;;0.005817;-0.000579;0.006396;
32.892.018/0001-31;01/05/2022;2;31/05/2022;121063;120773;208;;;2;7;;;;;;29;44;;;2013552706.28;1470237699.26;15780613;931.673.376.224.358;0.00101264684666252;;0.000365;-0.00629;0.006655;
32.892.018/0001-31;01/06/2022;2;30/06/2022;124830;124534;218;;;1;9;;;;;;29;39;;;2478825054.73;1560330116.85;15780613;988.763.945.259.921;0.00092566491821349;;0.068254;0.061277;0.006977;
32.892.018/0001-31;01/07/2022;2;31/07/2022;129308;129018;209;;;6;8;;;;;;26;41;;;2481337825.26;1560544208.08;15780613;988.899.612.505.547;0.000879874041946789;;0.006711;0.000137;0.006574;
32.892.018/0001-31;01/08/2022;1;31/08/2022;135856;135568;209;;;6;10;;;;;;25;38;;;2488128688.27;1547656456.45;15780613;980.732.786.774.506;0.00100088703377567;;-0.001483;-0.008258;0.006775;
32.892.018/0001-31;01/09/2022;2;30/09/2022;140680;140392;214;;;2;8;1;;;;;23;40;;;2492658768.42;1543240012.4;15780613;977.934.135.004.768;0.000966925318168351;;0.00408;-0.002854;0.006934;
32.892.018/0001-31;01/10/2022;1;31/10/2022;144053;143765;218;;1;;7;1;;;;;21;40;;;2487833610.2;1539577351.43;15780613;975.613.147.239.591;0.000914654751638197;;0.00458;-0.002373;0.006953;
32.892.018/0001-31;01/11/2022;1;30/11/2022;145651;145366;215;;;;8;1;;;;;23;38;;;2487912751.61;1536624397.06;15780613;973.741.892.700.873;0.000834935012391258;;0.005052;-0.001918;0.00697;
32.892.018/0001-31;01/12/2022;1;30/12/2022;146902;146626;207;;;;6;1;;;;;23;39;;;2500314259.43;1539798921.32;15780613;975.753.553.629.381;0.000856425531763276;;0.009255;0.002066;0.007189;
32.903.521/0001-45;01/01/2022;1;31/01/2022;2867;2825;5;1;1;;1;;;;;;10;24;;;323161537.82;319657407.02;3180207;10.051.465.424.106;0.000575054717842027;;0.005522;-0.002437;0.007959;
32.903.521/0001-45;01/02/2022;1;25/02/2022;2867;2825;5;1;1;;1;;;;;;10;24;;;322483233.53;318965276.86;3180207;100.297.017.414.275;0.000535419220804272;;0.005794;-0.002165;0.007959;
32.903.521/0001-45;01/03/2022;1;31/03/2022;3148;3105;7;1;2;;1;;;;;;8;24;;;324149206.03;320668837.77;3180207;10.083.269.352.278;0.000616621812630958;;0.013317;0.005341;0.007976;
32.903.521/0001-45;01/04/2022;1;29/04/2022;3279;3240;8;1;1;;1;;;;;;8;20;;;323806546.57;320461836.58;3180207;100.767.603.045.965;0.000541976267294598;;0.00828;-0.000646;0.008926;
32.903.521/0001-45;01/05/2022;1;31/05/2022;3603;3564;9;1;1;;2;;;;;;5;21;;;324757501.52;321097673.9;3180207;100.97;0.000632;;0.012503;0.001984;0.010519;
32.903.521/0001-45;01/06/2022;1;30/06/2022;3938;3895;9;1;1;1;2;;;;;;6;23;;;324293419.73;320555798.8;3180207;100.797.148.990.616;0.000602637327801165;;0.008811;-0.001687;0.010498;
32.903.521/0001-45;01/07/2022;1;31/07/2022;4177;4137;9;1;;;2;;;;;;6;22;;;322425010.05;318671042.3;3180207;101.14;0.000575;;0.013683;0.003365;0.010318;
32.903.521/0001-45;01/08/2022;1;31/08/2022;4556;4519;8;1;;;2;;;;;;6;20;;;322708241.16;318870013.98;3180207;100.267.062.483.669;0.000633433314970371;;0.011396;0.000625;0.010771;
32.903.521/0001-45;01/09/2022;1;30/09/2022;4957;4919;9;1;;;2;;;;;;6;20;;;321662735.11;317821582.62;3180207;999.373.885.473.493;0.000602917172648745;;0.007219;-0.003288;0.010507;
32.903.521/0001-45;01/10/2022;1;31/10/2022;6350;6313;8;1;;;2;;;;;;6;20;;;321972366.75;318287669.07;3180207;100.083.947.073.257;0.000578980645208317;;0.011973;0.001466;0.010507;
32.903.521/0001-45;01/11/2022;1;30/11/2022;7066;7030;8;1;;;2;;;;;;5;20;;;319137353.98;315484399.19;3180207;992.024.730.434.214;0.00058026587200513;;0.001684;-0.008807;0.010491;
32.903.521/0001-45;01/12/2022;1;30/12/2022;8103;8066;9;1;;;1;;;;;;4;22;;;318593462.39;314970824.76;3180207;990.409.821.624.819;0.000641289777089385;;0.008957;-0.001627;0.010584;
32.903.621/0001-71;01/01/2022;1;31/01/2022;18251;;;;;;;;;;;;;;;;1415607981.76;1405986303.12;12660067;111.056.782.173.428;0.000603633982764339;;0.003647;-0.002014;0.005661;
32.903.621/0001-71;01/02/2022;1;25/02/2021;18730;;;;;;;;;;;;;;;;1414679706.86;1404973822.84;12660067;110.976.807.851.017;0.000528069575346452;;0.004953;-0.00072;0.005673;
32.903.621/0001-71;01/03/2022;1;31/03/2022;18814;18731;44;;;;4;;1;;;;11;23;;;1413676694.75;1403875981.23;12660067;110.890.090.963.184;0.000605447312557695;;0.004896;-0.000781;0.005677;
32.903.621/0001-71;01/04/2022;1;29/04/2022;19214;;;;;;;;;;;;;;;;1412593925.05;1402940179.46;12660067;110.816.173.363.064;0.000529768341323416;;0.005015;-0.000666;0.005681;
32.903.621/0001-71;01/05/2022;1;31/05/2022;19657;;;;;;;;;;;;;;;;1411695789.03;1401752936.38;12660067;110.722.394.785.114;0.000596826179769247;;0.00502;-0.000846;0.005866;
32.903.621/0001-71;01/06/2022;2;30/06/2022;20227;20139;48;;;;4;;1;;;;11;24;;;1346216913.01;1336085481.64;12660067;105.535.419.491.856;0.000594260034951666;;-0.040976;-0.046847;0.005871;
32.903.621/0001-71;01/07/2022;1;29/07/2022;20726;;;;;;;;;;;;;;;;1346315785.58;1334993195.8;12660067;105.449.141.446.092;0.000578253149475715;;0.005626;-0.000817;0.006443;
32.903.621/0001-71;01/08/2022;1;31/08/2022;21669;;;;;;;;;;;;;;;;1345155755.72;1333601659.22;12660067;105.339.226.026.213;0.000679505265860283;;0.005501;-0.001042;0.006543;
32.903.621/0001-71;01/09/2022;1;30/09/2022;22591;22498;52;;;;4;;1;;;;10;25;;1;1344696653.75;1333086389.12;12660067;1.052.985.256.018;0.000662476271011198;;0.006259;-0.000386;0.006645;
32.903.621/0001-71;01/10/2022;1;31/10/2022;23167;;;;;;;;;;;;;;;;1344592773.16;1332738182.25;12660067;105.271.021.255.259;0.00063921720060707;;0.006387;-0.000261;0.006648;
32.903.621/0001-71;01/11/2022;1;30/11/2022;23871;;;;;;;;;;;;;;;;1503704639.54;1332098024.31;12660067;105.220.456.124.758;0.000593313469111544;;0.00617;-0.00048;0.00665;
32.903.621/0001-71;01/12/2022;1;30/12/2022;24106;24013;51;;;;5;;1;;;;11;24;;1;1544130025.68;1328600695.85;12660067;104.944.207.313.437;0.000627265959293228;;0.004004;-0.002649;0.006653;
